season,round,constructor_id,position,points,wins
1950,7,alfa,,0.0,6
1950,7,kurtis_kraft,,0.0,1
1950,7,ferrari,,0.0,0
1950,7,deidt,,0.0,0
1950,7,lago,,0.0,0
1950,7,maserati,,0.0,0
1950,7,simca,,0.0,0
1950,7,era,,0.0,0
1950,7,moore,,0.0,0
1950,7,lesovsky,,0.0,0
1950,7,alta,,0.0,0
1950,7,nichels,,0.0,0
1950,7,marchese,,0.0,0
1950,7,stevens,,0.0,0
1950,7,langley,,0.0,0
1950,7,ewing,,0.0,0
1950,7,rae,,0.0,0
1950,7,olson,,0.0,0
1950,7,wetteroth,,0.0,0
1950,7,cooper,,0.0,0
1950,7,snowberger,,0.0,0
1950,7,adams,,0.0,0
1950,7,milano,,0.0,0
1950,7,watson,,0.0,0
1951,8,alfa,,0.0,5
1951,8,ferrari,,0.0,3
1951,8,kurtis_kraft,,0.0,1
1951,8,lago,,0.0,0
1951,8,sherman,,0.0,0
1951,8,brm,,0.0,0
1951,8,schroeder,,0.0,0
1951,8,simca,,0.0,0
1951,8,moore,,0.0,0
1951,8,maserati,,0.0,0
1951,8,era,,0.0,0
1951,8,deidt,,0.0,0
1951,8,hwm,,0.0,0
1951,8,osca,,0.0,0
1951,8,kuzma,,0.0,0
1951,8,alta,,0.0,0
1951,8,pawl,,0.0,0
1951,8,hall,,0.0,0
1951,8,marchese,,0.0,0
1951,8,veritas,,0.0,0
1951,8,bromme,,0.0,0
1951,8,trevis,,0.0,0
1951,8,lesovsky,,0.0,0
1951,8,watson,,0.0,0
1952,8,ferrari,,0.0,7
1952,8,kuzma,,0.0,1
1952,8,kurtis_kraft,,0.0,0
1952,8,maserati,,0.0,0
1952,8,gordini,,0.0,0
1952,8,cooper,,0.0,0
1952,8,connaught,,0.0,0
1952,8,lesovsky,,0.0,0
1952,8,frazer_nash,,0.0,0
1952,8,hwm,,0.0,0
1952,8,simca,,0.0,0
1952,8,veritas,,0.0,0
1952,8,afm,,0.0,0
1952,8,alta,,0.0,0
1952,8,bmw,,0.0,0
1952,8,watson,,0.0,0
1952,8,stevens,,0.0,0
1952,8,sherman,,0.0,0
1952,8,trevis,,0.0,0
1952,8,era,,0.0,0
1952,8,butterworth,,0.0,0
1952,8,bromme,,0.0,0
1952,8,deidt,,0.0,0
1952,8,osca,,0.0,0
1952,8,cisitalia,,0.0,0
1953,9,ferrari,,0.0,7
1953,9,maserati,,0.0,1
1953,9,kurtis_kraft,,0.0,1
1953,9,gordini,,0.0,0
1953,9,cooper,,0.0,0
1953,9,connaught,,0.0,0
1953,9,hwm,,0.0,0
1953,9,stevens,,0.0,0
1953,9,kuzma,,0.0,0
1953,9,veritas,,0.0,0
1953,9,osca,,0.0,0
1953,9,bmw,,0.0,0
1953,9,afm,,0.0,0
1953,9,schroeder,,0.0,0
1953,9,simca,,0.0,0
1953,9,emw,,0.0,0
1953,9,turner,,0.0,0
1953,9,lesovsky,,0.0,0
1953,9,watson,,0.0,0
1953,9,bromme,,0.0,0
1953,9,del_roy,,0.0,0
1955,7,mercedes,,0.0,5
1955,7,ferrari,,0.0,1
1955,7,kurtis_kraft,,0.0,1
1955,7,lancia,,0.0,0
1955,7,maserati,,0.0,0
1955,7,kuzma,,0.0,0
1955,7,gordini,,0.0,0
1955,7,vanwall,,0.0,0
1955,7,trevis,,0.0,0
1955,7,epperly,,0.0,0
1955,7,cooper,,0.0,0
1955,7,connaught,,0.0,0
1955,7,phillips,,0.0,0
1955,7,schroeder,,0.0,0
1955,7,hwm,,0.0,0
1955,7,pawl,,0.0,0
1955,7,arzani-volpini,,0.0,0
1955,7,stevens,,0.0,0
1955,7,pankratz,,0.0,0
1956,8,ferrari,,0.0,6
1956,8,maserati,,0.0,2
1956,8,watson,,0.0,1
1956,8,kurtis_kraft,,0.0,0
1956,8,connaught,,0.0,0
1956,8,phillips,,0.0,0
1956,8,vanwall,,0.0,0
1956,8,gordini,,0.0,0
1956,8,kuzma,,0.0,0
1956,8,lesovsky,,0.0,0
1956,8,stevens,,0.0,0
1956,8,cooper,,0.0,0
1956,8,brm,,0.0,0
1956,8,bugatti,,0.0,0
1956,8,emeryson,,0.0,0
1957,8,maserati,,0.0,4
1957,8,vanwall,,0.0,4
1957,8,epperly,,0.0,1
1957,8,ferrari,,0.0,0
1957,8,kuzma,,0.0,0
1957,8,kurtis_kraft,,0.0,0
1957,8,connaught,,0.0,0
1957,8,cooper,,0.0,0
1957,8,phillips,,0.0,0
1957,8,lesovsky,,0.0,0
1957,8,porsche,,0.0,0
1957,8,brm,,0.0,0
1957,8,dunn,,0.0,0
1957,8,watson,,0.0,0
1958,11,vanwall,1.0,48.0,6
1958,11,ferrari,2.0,40.0,2
1958,11,cooper,3.0,31.0,2
1958,11,brm,4.0,18.0,0
1958,11,maserati,5.0,6.0,0
1958,11,team_lotus,6.0,3.0,0
1958,11,porsche,,0.0,0
1958,11,connaught,,0.0,0
1959,9,cooper-climax,1.0,40.0,5
1959,9,ferrari,2.0,32.0,2
1959,9,brm,3.0,18.0,1
1959,9,team_lotus,4.0,5.0,0
1959,9,aston_martin,,0.0,0
1959,9,cooper-maserati,,0.0,0
1959,9,kurtis_kraft,,0.0,0
1959,9,porsche,,0.0,0
1959,9,maserati,,0.0,0
1959,9,cooper-borgward,,0.0,0
1959,9,cooper-osca,,0.0,0
1959,9,tec-mec,,0.0,0
1959,9,connaught,,0.0,0
1959,9,jbw,,0.0,0
1959,9,vanwall,,0.0,0
1960,10,cooper-climax,1.0,48.0,6
1960,10,team_lotus,2.0,34.0,2
1960,10,ferrari,3.0,26.0,1
1960,10,brm,4.0,8.0,0
1960,10,cooper-maserati,5.0,3.0,0
1960,10,cooper-castellotti,6.0,3.0,0
1960,10,porsche,7.0,1.0,0
1960,10,behra-porsche,,0.0,0
1960,10,scarab,,0.0,0
1960,10,aston_martin,,0.0,0
1960,10,maserati,,0.0,0
1960,10,jbw,,0.0,0
1960,10,vanwall,,0.0,0
1961,8,ferrari,1.0,45.0,5
1961,8,lotus-climax,2.0,35.0,3
1961,8,porsche,3.0,22.0,0
1961,8,cooper-climax,4.0,14.0,0
1961,8,brm,5.0,7.0,0
1961,8,cooper-maserati,,0.0,0
1961,8,gilby,,0.0,0
1961,8,lotus-maserati,,0.0,0
1961,8,ferguson,,0.0,0
1961,8,de_tomaso-alfa_romeo,,0.0,0
1961,8,emeryson,,0.0,0
1961,8,de_tomaso-osca,,0.0,0
1961,8,jbw,,0.0,0
1961,8,mbm,,0.0,0
1962,9,brm,1.0,42.0,4
1962,9,lotus-climax,2.0,36.0,3
1962,9,cooper-climax,3.0,29.0,1
1962,9,lola,4.0,19.0,0
1962,9,porsche,5.0,18.0,1
1962,9,ferrari,6.0,18.0,0
1962,9,brabham,7.0,6.0,0
1962,9,lotus-brm,8.0,1.0,0
1962,9,emeryson,,0.0,0
1962,9,enb,,0.0,0
1962,9,cooper,,0.0,0
1962,9,lds,,0.0,0
1962,9,cooper-alfa_romeo,,0.0,0
1962,9,team_lotus,,0.0,0
1962,9,gilby,,0.0,0
1962,9,de_tomaso-alfa_romeo,,0.0,0
1962,9,lotus-borgward,,0.0,0
1963,10,lotus-climax,1.0,54.0,7
1963,10,brm,2.0,36.0,2
1963,10,brabham,3.0,28.0,0
1963,10,ferrari,4.0,26.0,1
1963,10,cooper-climax,5.0,25.0,0
1963,10,brp,6.0,6.0,0
1963,10,porsche,7.0,5.0,0
1963,10,lotus-brm,8.0,4.0,0
1963,10,lola,,0.0,0
1963,10,stebro,,0.0,0
1963,10,scirocco,,0.0,0
1963,10,ats,,0.0,0
1963,10,lds,,0.0,0
1963,10,cooper-maserati,,0.0,0
1963,10,lotus-ford,,0.0,0
1963,10,alfa,,0.0,0
1963,10,gilby,,0.0,0
1963,10,tomaso,,0.0,0
1963,10,team_lotus,,0.0,0
1963,10,lotus-maserati,,0.0,0
1964,10,ferrari,1.0,45.0,3
1964,10,brm,2.0,42.0,2
1964,10,lotus-climax,3.0,37.0,3
1964,10,brabham-climax,4.0,30.0,2
1964,10,cooper-climax,5.0,16.0,0
1964,10,brabham-brm,6.0,7.0,0
1964,10,brp,7.0,5.0,0
1964,10,lotus-brm,8.0,3.0,0
1964,10,honda,,0.0,0
1964,10,scirocco,,0.0,0
1964,10,derrington,,0.0,0
1964,10,porsche,,0.0,0
1964,10,brabham-ford,,0.0,0
1965,10,lotus-climax,1.0,54.0,6
1965,10,brm,2.0,45.0,3
1965,10,brabham-climax,3.0,27.0,0
1965,10,ferrari,4.0,26.0,0
1965,10,cooper-climax,5.0,14.0,0
1965,10,honda,6.0,11.0,1
1965,10,brabham-brm,7.0,5.0,0
1965,10,lotus-brm,8.0,2.0,0
1965,10,brabham-ford,,0.0,0
1965,10,alfa,,0.0,0
1965,10,lds-alfa_romeo,,0.0,0
1965,10,re,,0.0,0
1965,10,cooper-maserati,,0.0,0
1966,9,brabham-repco,1.0,42.0,4
1966,9,ferrari,2.0,31.0,2
1966,9,cooper-maserati,3.0,30.0,1
1966,9,brm,4.0,22.0,1
1966,9,lotus-brm,5.0,13.0,1
1966,9,lotus-climax,6.0,8.0,0
1966,9,eagle-climax,7.0,4.0,0
1966,9,honda,8.0,3.0,0
1966,9,mclaren-ford,9.0,2.0,0
1966,9,brabham-climax,10.0,1.0,0
1966,9,brabham-brm,11.0,1.0,0
1966,9,mclaren-seren,12.0,1.0,0
1966,9,cooper-ferrari,,0.0,0
1966,9,eagle-weslake,,0.0,0
1966,9,shannon,,0.0,0
1967,11,brabham-repco,1.0,67.0,4
1967,11,lotus-ford,2.0,44.0,4
1967,11,cooper-maserati,3.0,28.0,1
1967,11,honda,4.0,20.0,1
1967,11,ferrari,5.0,20.0,0
1967,11,brm,6.0,17.0,0
1967,11,eagle-weslake,7.0,13.0,1
1967,11,lotus-brm,8.0,6.0,0
1967,11,cooper-climax,9.0,6.0,0
1967,11,mclaren-brm,10.0,3.0,0
1967,11,brabham-climax,11.0,2.0,0
1967,11,mclaren-ford,,0.0,0
1967,11,brabham-ford,,0.0,0
1967,11,lola,,0.0,0
1967,11,lds-climax,,0.0,0
1967,11,lotus-climax,,0.0,0
1967,11,eagle-climax,,0.0,0
1967,11,matra,,0.0,0
1967,11,protos,,0.0,0
1967,11,cooper-ats,,0.0,0
1968,12,lotus-ford,1.0,62.0,5
1968,12,mclaren-ford,2.0,49.0,3
1968,12,matra-ford,3.0,45.0,3
1968,12,ferrari,4.0,32.0,1
1968,12,brm,5.0,28.0,0
1968,12,honda,6.0,14.0,0
1968,12,cooper-brm,7.0,14.0,0
1968,12,brabham-repco,8.0,10.0,0
1968,12,matra,9.0,8.0,0
1968,12,mclaren-brm,10.0,3.0,0
1968,12,cooper-maserati,,0.0,0
1968,12,eagle-weslake,,0.0,0
1968,12,lola,,0.0,0
1968,12,mclaren,,0.0,0
1968,12,brabham-climax,,0.0,0
1968,12,lds,,0.0,0
1968,12,cooper-climax,,0.0,0
1969,11,matra-ford,1.0,66.0,6
1969,11,brabham-ford,2.0,51.0,2
1969,11,lotus-ford,3.0,47.0,2
1969,11,mclaren-ford,4.0,38.0,1
1969,11,brm,5.0,7.0,0
1969,11,ferrari,6.0,7.0,0
1969,11,cooper-maserati,,0.0,0
1969,11,brabham-repco,,0.0,0
1969,11,brm-ford,,0.0,0
1969,11,eagle-climax,,0.0,0
1969,11,brabham-climax,,0.0,0
1970,13,team_lotus,1.0,59.0,6
1970,13,ferrari,2.0,55.0,4
1970,13,march,3.0,48.0,1
1970,13,brabham,4.0,35.0,1
1970,13,mclaren-ford,5.0,35.0,0
1970,13,brm,6.0,23.0,1
1970,13,matra,7.0,23.0,0
1970,13,surtees,8.0,3.0,0
1970,13,mclaren-alfa_romeo,,0.0,0
1970,13,tomaso,,0.0,0
1970,13,tyrrell,,0.0,0
1970,13,bellasi,,0.0,0
1971,11,tyrrell,1.0,73.0,7
1971,11,brm,2.0,36.0,2
1971,11,march-ford,3.0,34.0,0
1971,11,ferrari,4.0,33.0,2
1971,11,lotus-ford,5.0,21.0,0
1971,11,mclaren,6.0,10.0,0
1971,11,matra,7.0,9.0,0
1971,11,surtees,8.0,8.0,0
1971,11,brabham,9.0,5.0,0
1971,11,lotus-pw,,0.0,0
1971,11,march-alfa_romeo,,0.0,0
1971,11,bellasi,,0.0,0
1972,12,team_lotus,1.0,61.0,5
1972,12,tyrrell,2.0,51.0,4
1972,12,mclaren,3.0,49.0,1
1972,12,ferrari,4.0,33.0,1
1972,12,surtees,5.0,18.0,0
1972,12,march,6.0,15.0,0
1972,12,brm,7.0,14.0,1
1972,12,matra,8.0,12.0,0
1972,12,brabham,9.0,7.0,0
1972,12,tecno,,0.0,0
1972,12,connew,,0.0,0
1972,12,politoys,,0.0,0
1973,15,team_lotus,1.0,91.0,7
1973,15,tyrrell,2.0,80.0,5
1973,15,mclaren,3.0,58.0,3
1973,15,brabham,4.0,22.0,0
1973,15,march,5.0,14.0,0
1973,15,ferrari,6.0,12.0,0
1973,15,brm,7.0,12.0,0
1973,15,shadow,8.0,9.0,0
1973,15,surtees,9.0,7.0,0
1973,15,iso_marlboro,10.0,2.0,0
1973,15,tecno,11.0,1.0,0
1973,15,ensign,,0.0,0
1974,15,mclaren,1.0,72.0,4
1974,15,ferrari,2.0,65.0,3
1974,15,tyrrell,3.0,51.0,2
1974,15,team_lotus,4.0,42.0,3
1974,15,brabham,5.0,35.0,3
1974,15,hesketh,6.0,15.0,0
1974,15,brm,7.0,10.0,0
1974,15,shadow,8.0,7.0,0
1974,15,march,9.0,6.0,0
1974,15,iso_marlboro,10.0,4.0,0
1974,15,surtees,11.0,3.0,0
1974,15,lola,12.0,1.0,0
1974,15,parnelli,,0.0,0
1974,15,trojan,,0.0,0
1974,15,penske,,0.0,0
1974,15,token,,0.0,0
1974,15,ensign,,0.0,0
1974,15,amon,,0.0,0
1975,14,ferrari,1.0,72.5,6
1975,14,brabham,2.0,54.0,2
1975,14,mclaren,3.0,53.0,3
1975,14,hesketh,4.0,33.0,1
1975,14,tyrrell,5.0,25.0,1
1975,14,shadow-ford,6.0,9.5,0
1975,14,team_lotus,7.0,9.0,0
1975,14,march,8.0,7.5,1
1975,14,williams,9.0,6.0,0
1975,14,parnelli,10.0,5.0,0
1975,14,hill,11.0,3.0,0
1975,14,penske,12.0,2.0,0
1975,14,ensign,13.0,1.0,0
1975,14,surtees,,0.0,0
1975,14,brm,,0.0,0
1975,14,fittipaldi,,0.0,0
1975,14,lola,,0.0,0
1975,14,lyncar,,0.0,0
1975,14,shadow-matra,,0.0,0
1975,14,maki,,0.0,0
1976,16,ferrari,1.0,79.0,6
1976,16,mclaren,2.0,71.0,6
1976,16,tyrrell,3.0,67.0,1
1976,16,team_lotus,4.0,29.0,1
1976,16,penske,5.0,20.0,1
1976,16,ligier,6.0,20.0,0
1976,16,march,7.0,19.0,1
1976,16,shadow,8.0,10.0,0
1976,16,brabham-alfa_romeo,9.0,9.0,0
1976,16,surtees,10.0,7.0,0
1976,16,fittipaldi,11.0,3.0,0
1976,16,ensign,12.0,2.0,0
1976,16,parnelli,13.0,1.0,0
1976,16,hesketh,,0.0,0
1976,16,wolf,,0.0,0
1976,16,boro,,0.0,0
1976,16,williams,,0.0,0
1976,16,kojima,,0.0,0
1976,16,brabham-ford,,0.0,0
1976,16,brm,,0.0,0
1977,17,ferrari,1.0,84.0,4
1977,17,team_lotus,2.0,62.0,5
1977,17,mclaren,3.0,56.0,3
1977,17,wolf,4.0,55.0,3
1977,17,brabham,5.0,27.0,0
1977,17,tyrrell,6.0,27.0,0
1977,17,shadow,7.0,23.0,1
1977,17,ligier,8.0,18.0,1
1977,17,fittipaldi,9.0,11.0,0
1977,17,ensign,10.0,10.0,0
1977,17,surtees,11.0,6.0,0
1977,17,penske,12.0,1.0,0
1977,17,march,,0.0,0
1977,17,hesketh,,0.0,0
1977,17,kojima,,0.0,0
1977,17,lec,,0.0,0
1977,17,brm,,0.0,0
1977,17,boro,,0.0,0
1977,17,renault,,0.0,0
1978,16,team_lotus,1.0,86.0,8
1978,16,ferrari,2.0,58.0,5
1978,16,brabham,3.0,53.0,2
1978,16,tyrrell,4.0,38.0,1
1978,16,wolf,5.0,24.0,0
1978,16,ligier,6.0,19.0,0
1978,16,fittipaldi,7.0,17.0,0
1978,16,mclaren,8.0,15.0,0
1978,16,williams,9.0,11.0,0
1978,16,arrows,10.0,11.0,0
1978,16,shadow,11.0,6.0,0
1978,16,renault,12.0,3.0,0
1978,16,surtees,13.0,1.0,0
1978,16,ensign,14.0,1.0,0
1978,16,ats,,0.0,0
1978,16,martini,,0.0,0
1978,16,merzario,,0.0,0
1978,16,theodore,,0.0,0
1978,16,hesketh,,0.0,0
1979,15,ferrari,1.0,113.0,6
1979,15,williams,2.0,75.0,5
1979,15,ligier,3.0,61.0,3
1979,15,team_lotus,4.0,39.0,0
1979,15,tyrrell,5.0,28.0,0
1979,15,renault,6.0,26.0,1
1979,15,mclaren,7.0,15.0,0
1979,15,brabham-alfa_romeo,8.0,7.0,0
1979,15,arrows,9.0,5.0,0
1979,15,shadow,10.0,3.0,0
1979,15,ats,11.0,2.0,0
1979,15,fittipaldi,12.0,1.0,0
1979,15,brabham-ford,,0.0,0
1979,15,wolf,,0.0,0
1979,15,ensign,,0.0,0
1979,15,alfa,,0.0,0
1979,15,rebaque,,0.0,0
1979,15,merzario,,0.0,0
1979,15,kauhsen,,0.0,0
1980,14,williams,1.0,120.0,6
1980,14,ligier,2.0,66.0,2
1980,14,brabham,3.0,55.0,3
1980,14,renault,4.0,38.0,3
1980,14,team_lotus,5.0,14.0,0
1980,14,tyrrell,6.0,12.0,0
1980,14,arrows,7.0,11.0,0
1980,14,fittipaldi,8.0,11.0,0
1980,14,mclaren,9.0,11.0,0
1980,14,ferrari,10.0,8.0,0
1980,14,alfa,11.0,4.0,0
1980,14,ats,,0.0,0
1980,14,ensign,,0.0,0
1980,14,osella,,0.0,0
1980,14,shadow,,0.0,0
1981,15,williams,1.0,95.0,4
1981,15,brabham,2.0,61.0,3
1981,15,renault,3.0,54.0,3
1981,15,ligier,4.0,44.0,2
1981,15,ferrari,5.0,34.0,2
1981,15,mclaren,6.0,28.0,1
1981,15,team_lotus,7.0,22.0,0
1981,15,arrows,8.0,10.0,0
1981,15,alfa,9.0,10.0,0
1981,15,tyrrell,10.0,10.0,0
1981,15,ensign,11.0,5.0,0
1981,15,theodore,12.0,1.0,0
1981,15,ats,13.0,1.0,0
1981,15,march,,0.0,0
1981,15,fittipaldi,,0.0,0
1981,15,osella,,0.0,0
1981,15,toleman,,0.0,0
1982,16,ferrari,1.0,74.0,3
1982,16,mclaren,2.0,69.0,4
1982,16,renault,3.0,62.0,4
1982,16,williams,4.0,58.0,1
1982,16,brabham,5.0,41.0,2
1982,16,team_lotus,6.0,30.0,1
1982,16,tyrrell,7.0,25.0,1
1982,16,ligier,8.0,20.0,0
1982,16,alfa,9.0,7.0,0
1982,16,arrows,10.0,5.0,0
1982,16,ats,11.0,4.0,0
1982,16,osella,12.0,3.0,0
1982,16,fittipaldi,13.0,1.0,0
1982,16,march,,0.0,0
1982,16,ensign,,0.0,0
1982,16,toleman,,0.0,0
1982,16,theodore,,0.0,0
1983,15,ferrari,1.0,89.0,4
1983,15,renault,2.0,79.0,4
1983,15,brabham,3.0,72.0,4
1983,15,williams,4.0,38.0,1
1983,15,mclaren,5.0,34.0,1
1983,15,alfa,6.0,18.0,0
1983,15,tyrrell,7.0,12.0,1
1983,15,team_lotus,8.0,12.0,0
1983,15,toleman,9.0,10.0,0
1983,15,arrows,10.0,4.0,0
1983,15,theodore,11.0,1.0,0
1983,15,ligier,,0.0,0
1983,15,spirit,,0.0,0
1983,15,ats,,0.0,0
1983,15,osella,,0.0,0
1983,15,ram,,0.0,0
1984,16,mclaren,1.0,143.5,12
